,p,c_approx,epsilon_target,shots,accuracy_error,computation_time,cost
14,"(155.0, 0.397955239, 'TXN', 0.049315068493150684, 16.35)",0.45,0.01,10000,1.3009887488634782,105.61947274208069,107.18065924071686
15,"(155.0, 0.397955239, 'TXN', 0.049315068493150684, 16.35)",0.475,0.01,10000,1.3942083073260179,105.28416872024536,106.95721868903658
16,"(155.0, 0.397955239, 'TXN', 0.049315068493150684, 16.35)",0.5,0.01,10000,1.4694747086954507,97.5072968006134,99.27066645104794
17,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.1,0.01,10000,1.2230844749347227,103.82403469085693,105.2917360607786
18,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.125,0.01,10000,1.3311775635716678,70.75871682167053,72.35612989795654
19,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.15,0.01,10000,1.2540618279525866,85.59581971168518,87.10069390522828
20,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.175,0.01,10000,1.272840713361557,113.01500105857849,114.54240991461236
21,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.2,0.01,10000,1.334352336570543,99.09183287620544,100.6930556800901
22,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.225,0.01,10000,1.3634417602004127,115.76377439498901,117.39990450722951
23,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.25,0.01,10000,1.3887461159208705,123.92700171470642,125.59349705381146
24,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.275,0.01,10000,1.5247985489634601,77.50216031074524,79.3319185695014
25,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.3,0.01,10000,1.5670211969614876,91.51998996734619,93.40041540369998
26,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.325,0.01,10000,1.656710898715044,96.43014669418335,98.4181997726414
27,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.35,0.01,10000,1.7054849169045632,82.12274932861328,84.16933122889876
28,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.375,0.01,10000,1.8085437088361047,59.90925049781799,62.07950294842132
29,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.4,0.01,10000,1.8982535997707402,81.65496897697449,83.93287329669937
30,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.425,0.01,10000,2.0083698354430872,107.34929251670837,109.75933631924008
31,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.45,0.01,10000,2.107598658693668,70.84483408927917,73.37395247971158
32,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.475,0.01,10000,2.2183938968134918,102.4005753993988,105.062648075575
33,"(225.0, 0.303473762, 'V', 0.0684931506849315, 19.27)",0.5,0.01,10000,2.312839775998029,75.31045460700989,78.08586233820752
34,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.1,0.01,10000,0.7990286305931651,145.46916842460632,146.42800278131813
35,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.125,0.01,10000,0.7574263928353062,94.62378740310669,95.53269907450905
36,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.15,0.01,10000,0.7440219744613739,64.0389313697815,64.93175773913514
37,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.175,0.01,10000,0.7532465257745429,77.33686876296997,78.24076459389943
38,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.2,0.01,10000,0.7404994439148087,112.95350098609924,113.84210031879701
39,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.225,0.01,10000,0.7028633637805299,68.92982172966003,69.77325776619666
40,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.25,0.01,10000,0.665035343965652,100.28809022903442,101.0861326417932
41,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.275,0.01,10000,0.66741420128667,86.25510120391846,87.05599824546246
42,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.3,0.01,10000,0.6138891587741693,94.69757509231567,95.43424208284468
43,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.325,0.01,10000,0.584979120315662,74.42557907104492,75.12755401542371
44,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.35,0.01,10000,0.573114910502543,104.4825189113617,105.17025680396475
45,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.375,0.01,10000,0.536079628832951,116.32592439651489,116.96921995111444
46,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.4,0.01,10000,0.47913154607238617,106.63547921180725,107.21043706709412
47,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.425,0.01,10000,0.4455720148624298,131.63442635536194,132.16911277319684
48,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.45,0.01,10000,0.4034535646155728,90.55860161781311,91.0427458953518
49,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.475,0.01,10000,0.35768519434889257,104.91975498199463,105.3489772152133
50,"(150.0, 0.231452998, 'CVX', 0.0684931506849315, 14.12)",0.5,0.01,10000,0.31039765877160796,140.2888216972351,140.66129888776103
51,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.1,0.01,10000,0.07278693905390998,72.20844721794128,72.29579154480598
52,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.125,0.01,10000,0.07784953064231037,101.55605220794678,101.64947164471755
53,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.15,0.01,10000,0.08338890602273152,92.79374551773071,92.893812204958
54,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.175,0.01,10000,0.08554938347966723,92.64626789093018,92.74892715110578
55,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.2,0.01,10000,0.08851460556118318,97.04508566856384,97.15130319523726
56,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.225,0.01,10000,0.09314711596079461,81.98369431495667,82.09547085410962
57,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.25,0.01,10000,0.09958714885284792,67.01587247848511,67.13537705710853
58,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.275,0.01,10000,0.10747342652479408,80.61078548431396,80.73975359614371
59,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.3,0.01,10000,0.11489894038313708,99.31474566459656,99.45262439305633
60,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.325,0.01,10000,0.12453496431835065,91.191157579422,91.34059953660402
61,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.35,0.01,10000,0.13171807255339174,119.5305986404419,119.68866032750597
62,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.375,0.01,10000,0.14022473118156897,69.0451009273529,69.21337060477079
63,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.4,0.01,10000,0.1503609068444769,83.06360960006714,83.24404268828052
64,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.425,0.01,10000,0.16003223955892,91.79809379577637,91.99013248324707
65,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.45,0.01,10000,0.17090277433851853,96.85650396347046,97.06158729267668
66,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.475,0.01,10000,0.18271141079504893,62.021145820617676,62.24039951357173
67,"(35.0, 0.266608896, 'PFE', 0.030136986301369864, 1.3)",0.5,0.01,10000,0.19487090114243655,112.63320708274841,112.86705216411934
68,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.1,0.01,10000,0.08978724973703223,77.66654825210571,77.77429295179016
69,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.125,0.01,10000,0.09444038076039618,74.78708505630493,74.9004135132174
70,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.15,0.01,10000,0.09058674551775447,111.95614957809448,112.06485367271578
71,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.175,0.01,10000,0.0897494083519097,70.3543016910553,70.4620009810776
72,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.2,0.01,10000,0.09391129837312073,61.36843013763428,61.48112369568202
73,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.225,0.01,10000,0.09908386972395777,85.1914451122284,85.31034575589715
74,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.25,0.01,10000,0.10817320043433831,82.58597803115845,82.71578587167966
75,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.275,0.01,10000,0.11190496010997886,102.48004460334778,102.61433055547975
76,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.3,0.01,10000,0.11410236866560952,72.18566560745239,72.32258844985112
77,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.325,0.01,10000,0.12432488333189617,49.84324026107788,49.992430121076154
78,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.35,0.01,10000,0.13118823552185988,89.71635150909424,89.87377739172047
79,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.375,0.01,10000,0.1366776879799141,100.22507977485657,100.38909300043247
80,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.4,0.01,10000,0.1440495440320464,114.56327223777771,114.73613169061616
81,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.425,0.01,10000,0.15284088052881883,83.68597483634949,83.86938389298408
82,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.45,0.01,10000,0.16270624754634233,90.76866149902344,90.96390899607904
83,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.475,0.01,10000,0.17052395278364174,97.05664658546448,97.26127532880484
84,"(60.0, 0.257819922, 'BMY', 0.010958904109589041, 1.72)",0.5,0.01,10000,0.18268730978415948,84.45795822143555,84.67718299317654
85,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.1,0.01,10000,0.7077124660459333,57.72995209693909,58.57920705619421
86,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.125,0.01,10000,0.8221252564658688,114.26686024665833,115.25341055441737
87,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.15,0.01,10000,0.8976962900726235,62.10263919830322,63.17987474639037
88,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.175,0.01,10000,0.912710458328819,104.10780048370361,105.2030530336982
89,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.2,0.01,10000,0.9691999592407701,117.35962319374084,118.52266314482976
90,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.225,0.01,10000,1.0629316100662773,62.87011361122131,64.14563154330085
91,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.25,0.01,10000,1.1930312324607328,105.33788537979126,106.76952285874414
92,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.275,0.01,10000,1.3225495450436018,74.24266910552979,75.82972855958211
93,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.3,0.01,10000,1.4502565812067445,72.3906672000885,74.13097509753659
94,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.325,0.01,10000,1.5459123846824188,87.76480627059937,89.61990113221827
95,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.35,0.01,10000,1.6774110134639848,68.6818253993988,70.69471861555559
96,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.375,0.01,10000,1.8586007234705217,100.32989454269409,102.56021541085872
97,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.4,0.01,10000,2.050983914753063,79.90356969833374,82.36475039603742
98,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.425,0.01,10000,2.2064030740218126,103.34053063392639,105.98821432275257
99,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.45,0.01,10000,2.381841665488876,91.77513146400452,94.63334146259116
100,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.475,0.01,10000,2.588434181054529,89.59901285171509,92.70513386898052
101,"(390.0, 0.223762645, 'MA', 0.0684931506849315, 13.85)",0.5,0.01,10000,2.793961977987406,85.84920835494995,89.20196272853484
102,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.1,0.01,10000,0.16984376699358172,66.11070013046265,66.31451265085495
103,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.125,0.01,10000,0.2040682739360662,87.2091453075409,87.45402723626417
104,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.15,0.01,10000,0.16307366836578474,78.85721445083618,79.05290285287512
105,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.175,0.01,10000,0.08527451487174709,54.47442150115967,54.57675091900576
106,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.2,0.01,10000,0.062930736896611,73.94220781326294,74.01772469753887
107,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.225,0.01,10000,0.003593550424634273,88.56022596359253,88.5645382241021
108,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.25,0.01,10000,0.059216488641768095,101.26991271972656,101.34097250609669
109,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.275,0.01,10000,0.12376968870750815,80.62240266799927,80.77092629444827
110,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.3,0.01,10000,0.19480133053142268,87.66641497612,87.9001765727577
111,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.325,0.01,10000,0.2675579232285994,87.6514093875885,87.97247889546281
112,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.35,0.01,10000,0.3513239454318047,86.47861218452454,86.9002009190427
113,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.375,0.01,10000,0.46752109659007957,80.22014498710632,80.78117030301442
114,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.4,0.01,10000,0.540312452358533,96.6278486251831,97.27622356801335
115,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.425,0.01,10000,0.6549271728432196,77.67520308494568,78.46111569235754
116,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.45,0.01,10000,0.759293531182875,76.2118330001831,77.12298523760255
117,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.475,0.01,10000,0.870087294900129,104.08792185783386,105.13202661171401
118,"(532.5, 0.244514391, 'LLY', 0.010958904109589041, 8.8)",0.5,0.01,10000,0.9911066056637114,84.12828826904297,85.31761619583942
