,p,c_approx,epsilon_target,shots,accuracy_error,computation_time,cost
135,"(105, 0.4375, 'RNDM', 0.410958904109589, 12.743601077597837)",0.237347,0.080041,6384,0.4482176723837519,2.6307971477508545,3.168658354611357
136,"(105, 0.44, 'RNDM', 0.410958904109589, 12.809163283198032)",0.237347,0.080041,6384,1.0952686826246723,2.7649199962615967,4.079242415411203
137,"(105, 0.4425, 'RNDM', 0.410958904109589, 12.874720275764986)",0.237347,0.080041,6384,3.596943716304043,2.591761589050293,6.908094048615145
138,"(105, 0.445, 'RNDM', 0.410958904109589, 12.94027197661243)",0.237347,0.080041,6384,1.4136984333701523,2.973111391067505,4.669549511111688
139,"(105, 0.4475, 'RNDM', 0.410958904109589, 13.005818307900164)",0.237347,0.080041,6384,0.5619136013988637,2.803954839706421,3.4782511613850575
140,"(105, 0.45, 'RNDM', 0.410958904109589, 13.07135919261109)",0.237347,0.080041,6384,3.113273236136749,2.9440834522247314,6.68001133558883
141,"(105, 0.4525, 'RNDM', 0.410958904109589, 13.136894554528986)",0.237347,0.080041,6384,1.7449715623009983,2.3825700283050537,4.476535903066251
142,"(105, 0.455, 'RNDM', 0.410958904109589, 13.20242431821709)",0.237347,0.080041,6384,0.5874539734546111,2.943082094192505,3.648026862338038
143,"(105, 0.4575, 'RNDM', 0.410958904109589, 13.267948408997306)",0.237347,0.080041,6384,1.8229252042523534,2.959426164627075,5.146936409729899
144,"(105, 0.46, 'RNDM', 0.410958904109589, 13.333466752930093)",0.237347,0.080041,6384,1.0775895529870514,2.3048272132873535,3.597934676871815
145,"(105, 0.4625, 'RNDM', 0.410958904109589, 13.398979276795089)",0.237347,0.080041,6384,0.5300199086958575,3.014206886291504,3.650230776726533
146,"(105, 0.465, 'RNDM', 0.410958904109589, 13.464485908072255)",0.237347,0.080041,6384,3.18590880015719,2.996190071105957,6.819280631294585
147,"(105, 0.4675, 'RNDM', 0.410958904109589, 13.529986574923704)",0.237347,0.080041,6384,0.07459301624962933,2.892610788345337,2.982122407844892
148,"(105, 0.47, 'RNDM', 0.410958904109589, 13.59548120617606)",0.237347,0.080041,6384,0.7654955230034712,2.324845552444458,3.2434401800486237
149,"(105, 0.4725, 'RNDM', 0.410958904109589, 13.660969731303418)",0.237347,0.080041,6384,4.163998768633707,3.470139741897583,8.466938264258031
150,"(105, 0.475, 'RNDM', 0.410958904109589, 13.726452080410809)",0.237347,0.080041,6384,0.5449896675997739,3.515180826187134,4.169168427306863
151,"(105, 0.4775, 'RNDM', 0.410958904109589, 13.791928184218186)",0.237347,0.080041,6384,0.4527780438970215,3.170865297317505,3.7141989499939307
152,"(105, 0.48, 'RNDM', 0.410958904109589, 13.857397974044929)",0.237347,0.080041,6384,1.4262078047125932,3.2469353675842285,4.95838473323934
153,"(105, 0.4825, 'RNDM', 0.410958904109589, 13.922861381794867)",0.237347,0.080041,6384,0.6541656785807035,2.247020959854126,3.03201977415097
154,"(105, 0.485, 'RNDM', 0.410958904109589, 13.988318339941664)",0.237347,0.080041,6384,0.9185682787968492,3.3517966270446777,4.454078561600896
155,"(105, 0.4875, 'RNDM', 0.410958904109589, 14.053768781514776)",0.237347,0.080041,6384,0.19148632199927995,2.652155637741089,2.8819392241402246
156,"(105, 0.49, 'RNDM', 0.410958904109589, 14.119212640085713)",0.237347,0.080041,6384,3.137225998559167,2.9681851863861084,6.732856384657108
157,"(105, 0.4925, 'RNDM', 0.410958904109589, 14.184649849754841)",0.237347,0.080041,6384,0.012872710692592548,2.8831074237823486,2.89855467661346
158,"(105, 0.495, 'RNDM', 0.410958904109589, 14.250080345138521)",0.237347,0.080041,6384,2.063553037156037,3.4686429500579834,5.944906594645228
159,"(105, 0.4975, 'RNDM', 0.410958904109589, 14.315504061356641)",0.237347,0.080041,6384,1.1791625773201737,2.9631807804107666,4.378175873194975
160,"(105, 0.5, 'RNDM', 0.410958904109589, 14.380920934020502)",0.237347,0.080041,6384,1.9660784934719402,3.408588409423828,5.767882601590156
161,"(105, 0.5025, 'RNDM', 0.410958904109589, 14.446330899221152)",0.237347,0.080041,6384,1.5739815568698425,3.0412509441375732,4.9300288123813845
162,"(105, 0.505, 'RNDM', 0.410958904109589, 14.511733893517942)",0.237347,0.080041,6384,1.957861653559231,3.178377151489258,5.527811135760334
163,"(105, 0.5075, 'RNDM', 0.410958904109589, 14.577129853927573)",0.237347,0.080041,6384,1.6998291772829504,2.6128604412078857,4.6526554539474265
164,"(105, 0.51, 'RNDM', 0.410958904109589, 14.64251871791329)",0.237347,0.080041,6384,3.3861033083499095,3.044254779815674,7.107578749835565
165,"(105, 0.5125, 'RNDM', 0.410958904109589, 14.707900423374582)",0.237347,0.080041,6384,4.204081390399956,3.3535375595092773,8.398435227989225
166,"(105, 0.515, 'RNDM', 0.410958904109589, 14.773274908636964)",0.237347,0.080041,6384,0.21460025598861066,2.707947254180908,2.965467561367241
167,"(105, 0.5175, 'RNDM', 0.410958904109589, 14.838642112442336)",0.237347,0.080041,6384,0.499063340803497,3.659376859664917,4.258252868629113
168,"(105, 0.52, 'RNDM', 0.410958904109589, 14.904001973939344)",0.237347,0.080041,6384,1.9964305325347116,3.4732186794281006,5.868935318469754
169,"(105, 0.5225, 'RNDM', 0.410958904109589, 14.969354432674209)",0.237347,0.080041,6384,0.2840897089660004,3.0242366790771484,3.365144329836349
170,"(105, 0.525, 'RNDM', 0.410958904109589, 15.034699428581675)",0.237347,0.080041,6384,0.9153635798123805,2.378645658493042,3.4770819542678986
171,"(105, 0.5275, 'RNDM', 0.410958904109589, 15.100036901976402)",0.237347,0.080041,6384,3.7130706802210973,3.0778448581695557,7.533529674434872
172,"(105, 0.53, 'RNDM', 0.410958904109589, 15.165366793544429)",0.237347,0.080041,6384,inf,inf,inf
173,"(105, 0.5325, 'RNDM', 0.410958904109589, 15.230689044334909)",0.237347,0.080041,6384,1.12873171758209,3.1659252643585205,4.520403325457028
174,"(105, 0.535, 'RNDM', 0.410958904109589, 15.296003595752218)",0.237347,0.080041,6384,inf,inf,inf
175,"(105, 0.5375, 'RNDM', 0.410958904109589, 15.36131038954808)",0.237347,0.080041,6384,1.1217558757810835,2.904970407485962,4.2510774584232625
176,"(105, 0.54, 'RNDM', 0.410958904109589, 15.42660936781408)",0.237347,0.080041,6384,0.062321904710630704,2.9460065364837646,3.0207928221365217
177,"(105, 0.5425, 'RNDM', 0.410958904109589, 15.491900472974265)",0.237347,0.080041,6384,0.37315892742808643,2.7658417224884033,3.213632435402107
178,"(105, 0.545, 'RNDM', 0.410958904109589, 15.557183647778075)",0.237347,0.080041,6384,1.210130444265248,2.7418203353881836,4.193976868506481
179,"(105, 0.5475, 'RNDM', 0.410958904109589, 15.622458835293322)",0.237347,0.080041,6384,2.8035863597293034,2.7658424377441406,6.130146069419304
180,"(105, 0.55, 'RNDM', 0.410958904109589, 15.68772597889948)",0.237347,0.080041,6384,3.9605926817483557,2.625714063644409,7.378425281742436
181,"(105, 0.5525, 'RNDM', 0.410958904109589, 15.75298502228113)",0.237347,0.080041,6384,1.7037592044451735,2.566660165786743,4.611171211120951
